x,y,predicted values
0.985443,0.153826,1.471757
0.224643,0.827771,-0.248174
0.354376,0.935256,-0.809253
0.366186,0.531716,-1.32429
0.033753,0.769589,-0.772229
0.552529,0.401205,1.584063
0.966354,0.925689,-1.232437
0.747341,0.074571,0.526262
0.086397,0.698421,-0.027939
0.131502,0.523888,1.172447
0.514107,0.073198,2.152215
0.615549,0.558343,-0.144287
0.438849,0.862593,-1.673685
0.39144,0.391104,0.899774
0.477424,0.485328,1.196913
0.302556,0.318242,1.541618
0.773571,0.952407,-1.086259
0.768872,0.19086,1.317876
0.366278,0.150713,1.377234
0.689876,0.383368,0.621867
0.707881,0.671168,-1.08779
0.935897,0.596597,0.349664
0.678386,0.882734,0.05131
0.137697,0.003784,-0.658388
0.491508,0.306828,2.071903
0.916442,0.204486,2.20063
0.421622,0.667536,0.037807
0.612787,0.192508,2.279575
0.814801,0.842695,-1.885811
0.164767,0.458457,0.511791
0.969665,0.074861,0.546572
0.763424,0.051194,0.464892
0.214847,0.851652,-0.541559
0.568566,0.835111,-0.977448
0.417716,0.767361,-0.141007
0.504799,0.127535,2.18856
0.590494,0.2336,2.355956
0.2636,0.825193,-0.356603
0.605737,0.254444,2.038202
0.022599,0.919615,0.171311
0.346456,0.022522,0.159178
0.962249,0.278447,1.71761
0.524758,0.481285,1.644764
0.156802,0.284535,-0.03621
0.136522,0.082322,-0.541849
0.910857,0.403357,1.002992
0.626535,0.505608,0.452806
0.999298,0.396307,0.038589
0.038422,0.894423,-0.653521
0.360632,0.052216,1.353681
0.412345,0.896422,-1.046048
0.388678,0.123659,2.150147
0.67924,0.866758,0.133873
0.19379,0.198337,0.549197
0.058274,0.594202,1.097577
0.675303,0.977523,-0.320722
0.825589,0.626658,-0.29566
0.818845,0.783291,-1.959099
0.27422,0.464286,0.192651
0.647135,0.642786,0.12519
0.865232,0.783474,-2.215599
0.600671,0.343542,1.90029
0.649729,0.998322,-0.989575
0.360449,0.649729,-0.131315
0.641581,0.10016,1.465251
0.066499,0.839872,-0.41686
0.345541,0.830671,-0.227431
0.645624,0.258518,2.649647
0.977096,0.015167,0.676994
0.642832,0.84538,0.057116
