x,y,predicted values
0.59115,0.830625,-0.936092
0.447196,0.680613,-0.127408
0.230182,0.762142,-0.783797
0.711513,0.065446,0.761708
0.786893,0.932235,-0.143543
0.169299,0.211154,1.082208
0.81735,0.214328,1.280906
0.435508,0.88571,-1.002104
0.755718,0.299672,0.726986
0.871855,0.577111,0.808936
0.908782,0.216571,2.26582
0.944305,0.278828,1.946319
0.409232,0.538674,-2.060059
0.997864,0.701671,0.57584
0.33846,0.120531,1.857012
0.632456,0.060624,-0.393914
0.965499,0.950164,-1.335926
0.426459,0.3991,-0.100583
0.245197,0.022568,0.336957
0.274647,0.089723,1.781977
0.127749,0.780423,0.437681
0.361379,0.994415,-1.234757
0.954833,0.100664,-0.122306
0.343816,0.224384,1.737361
0.181598,0.621546,-1.436918
0.007218,0.188296,1.116851
0.761517,0.853895,-1.648876
0.122759,0.670451,-1.518174
0.104311,0.599344,0.398868
0.639567,0.562509,-0.372097
0.820676,0.944213,-0.287266
0.026337,0.025284,-1.499497
0.588251,0.36083,0.676284
0.050294,0.758602,-1.172812
0.101213,0.245274,0.749392
0.878264,0.172229,0.584853
0.135256,0.065888,0.734172
0.188464,0.884306,0.230288
0.556252,0.976135,-1.514812
0.664744,0.661479,-0.775944
0.04065,0.528389,1.036601
0.611597,0.131441,1.25332
0.401099,0.226871,2.220936
0.005753,0.375219,1.632037
0.760815,0.978164,0.357859
0.456672,0.111131,4.6367
0.074876,0.115648,-1.226872
0.026474,0.169467,0.661805
0.719448,0.348852,-1.098689
0.18819,0.723507,0.052373
0.45124,0.344167,1.821337
0.978576,0.665248,1.423929
0.564782,0.22475,1.570191
0.253681,0.084504,1.370595
0.393744,0.47216,-1.20278
0.158694,0.769558,-0.186007
0.699428,0.120287,0.801163
0.316258,0.268742,1.577572
0.167849,0.452186,-0.920009
0.499886,0.62536,-0.270056
0.568551,0.627329,-0.351584
0.81735,0.966796,0.621502
0.906218,0.585183,0.719496
0.897841,0.978882,-0.149193
0.32665,0.728161,0.420194
0.920455,0.063478,0.448577
0.847486,0.200244,0.5079
0.963592,0.865675,-0.812698
0.968338,0.518853,0.933716
0.652796,0.080598,0.059837
0.642267,0.535729,-0.527736
0.959411,0.056428,-0.167029
0.611749,0.270268,1.855822
0.810407,0.648676,-1.273206
0.408637,0.423239,-0.563369
0.897749,0.129259,-0.192353
0.366506,0.298192,2.404733
0.269184,0.481666,-1.998832
0.999847,0.03183,1.646143
0.586633,0.480186,-0.280789
0.389624,0.625605,-0.124936
0.972778,0.193347,1.510036
0.117296,0.440604,-0.815729
0.363287,0.890715,-0.566328
0.250233,0.593301,-1.726519
0.869429,0.175357,-0.105482
0.977096,0.177356,1.276288
0.095644,0.970581,-1.183949
0.930129,0.18436,2.966962
0.904601,0.196841,1.63122
0.565835,0.150896,1.010485
0.980179,0.866621,-1.079738
0.092805,0.213138,-0.022081
0.848631,0.760784,-2.773119
0.894621,0.850858,0.620602
0.672313,0.59556,-0.011915
0.693736,0.112261,0.684433
0.860792,0.049836,1.181724
0.392447,0.983291,-0.433507
0.659815,0.969406,-0.099835
0.510765,0.451301,1.20506
0.090349,0.592874,1.292309
0.639109,0.040665,0.023458
0.480125,0.646555,0.094872
0.851728,0.232639,1.029582
0.477333,0.189761,1.713367
0.597894,0.70457,-1.05101
0.949157,0.241215,2.486211
0.999237,0.219501,-0.41604
0.842344,0.820691,-1.154084
0.443153,0.652308,0.101231
0.7196,0.660334,-1.818586
0.79823,0.08571,1.14811
0.259327,0.917113,-1.128237
0.22739,0.562524,-1.797819
0.377676,0.84976,-1.412499
0.659205,0.77586,-1.65935
0.453788,0.813535,-1.022661
0.093614,0.430426,0.621299
0.611719,0.027268,1.407608
0.707546,0.816663,-0.761252
0.977157,0.392813,-1.063838
0.360235,0.393652,-0.784218
0.502525,0.034424,1.673338
0.652384,0.499199,-0.154971
0.277165,0.252308,0.944375
0.842176,0.645304,-1.295761
0.045258,0.630518,1.262853
0.84889,0.122423,-0.9018
0.470283,0.615564,-0.905666
0.956222,0.320333,-0.448339
0.24126,0.150835,1.525874
0.700526,0.880461,-0.424757
0.154177,0.40145,-0.360281
0.943603,0.964401,-2.315761
0.539834,0.175845,1.034052
0.284199,0.848661,-0.426955
0.522316,0.734249,-0.909803
0.80235,0.453361,-0.534055
0.687205,0.773739,-0.782826
0.47216,0.917342,0.190566
0.56286,0.908797,-0.238433
0.232609,0.101457,2.380188
0.530541,0.826825,-1.22164
0.030594,0.820829,-1.208763
0.141421,0.228565,-0.151876
0.265797,0.676616,-1.394482
0.201648,0.061814,0.143779
0.529458,0.595666,0.385131
0.661509,0.683803,-1.420192
0.361242,0.674449,-0.263537
0.014389,0.458839,0.970867
0.560693,0.200351,1.58271
0.229465,0.751705,-0.792231
0.398764,0.885206,-1.46267
0.062867,0.692744,-0.507675
0.214466,0.839612,-0.102254
0.203861,0.127611,0.402446
0.696132,0.777188,-1.151766
0.694591,0.638636,-1.16557
0.952117,0.96025,-2.231537
0.930434,0.126528,-0.344893
0.936339,0.179309,3.068742
0.651255,0.903517,-0.00414
0.345724,0.970809,-1.464356
0.894118,0.143603,0.07929
0.460121,0.269474,0.621671
0.640635,0.47335,-0.35348
0.762448,0.935409,-0.317592
0.075181,0.537819,0.785612
0.840558,0.070817,-0.316613
0.389364,0.847501,-1.649059
0.593301,0.438209,-1.018297
0.982452,0.572671,1.264136
0.33814,0.074662,2.334658
0.963806,0.689326,0.535467
0.54818,0.849439,-0.463683
0.369757,0.265858,2.325628
0.392554,0.220874,1.99146
0.058732,0.304829,0.382741
0.78851,0.501488,-1.116893
0.817792,0.542855,-0.517931
0.436698,0.103655,4.675377
0.625879,0.911299,-0.428308
0.923217,0.359243,-0.421921
0.954604,0.653529,0.701542
0.960891,0.345113,-1.433275
0.015595,0.263218,0.558574
0.751232,0.369177,-0.64303
0.913252,0.170245,1.442287
0.458732,0.878172,-0.577165
0.873304,0.289387,0.6314
0.06334,0.687831,-0.629818
0.599191,0.998642,-1.460151
0.878218,0.211398,1.048515
