x,y,predicted values
0.674144,0.867552,0.762485
0.736446,0.139666,1.285571
0.096132,0.168521,0.372693
0.365835,0.916152,0.247035
0.480354,0.605737,-0.806429
0.200732,0.947326,-0.249722
0.370413,0.802152,-1.920972
0.394705,0.375784,-0.061833
0.746349,0.705715,-0.582727
0.861463,0.646784,-0.870307
0.156481,0.514733,-0.104818
0.241108,0.514229,-1.578823
0.432486,0.024308,1.389629
0.923644,0.406302,-0.289474
0.034836,0.894804,0.484309
0.633219,0.336385,-2.002494
0.159396,0.305745,-0.088441
0.720668,0.962844,2.147118
0.035111,0.985504,2.812318
0.089265,0.175814,0.400982
0.229633,0.222141,1.757003
0.354116,0.547173,-0.327991
0.534539,0.57116,0.143491
0.993866,0.51986,0.651304
0.486351,0.670451,0.205623
0.102525,0.792432,-0.013312
0.462882,0.261173,-1.510664
0.738399,0.263859,0.391716
0.549279,0.287678,1.388205
0.862272,0.350881,0.072507
0.224231,0.130648,1.250758
0.730175,0.10811,0.033613
0.33135,0.574731,-2.469112
0.766567,0.311147,0.790163
0.836316,0.596414,0.376498
0.931472,0.907225,0.138866
0.834104,0.802731,-1.250761
0.200549,0.534722,-0.577753
0.294545,0.424109,-2.45246
0.588464,0.509728,-0.641853
0.934707,0.243778,2.102119
0.208438,0.693355,-0.007684
0.635126,0.095735,-0.011654
0.233463,0.919539,-0.778227
0.978347,0.662211,1.886164
0.544244,0.53518,-0.068821
0.722774,0.797818,0.883802
0.23949,0.301366,0.42562
0.266285,0.772396,-2.087979
0.288243,0.545892,-0.825672
0.756771,0.56286,-0.769555
0.117891,0.006317,0.090921
0.895415,0.782223,1.83817
0.427665,0.50161,-1.108873
0.182879,0.002564,-0.598947
0.304799,0.585443,-0.032619
0.390265,0.334264,1.536439
0.82739,0.42855,-2.019463
0.593668,0.679652,-0.661079
0.56173,0.420798,-0.419687
0.498772,0.947677,0.611495
0.315709,0.918654,-0.879373
0.029526,0.59617,0.10431
0.750439,0.101396,-0.304551
0.163348,0.147829,-0.993172
0.890303,0.092409,1.073811
0.205142,0.044175,-0.446629
0.742336,0.914183,1.296491
0.21236,0.919371,-0.214927
0.762615,0.205707,-0.835917
0.202686,0.945693,-0.663561
0.883146,0.719478,-1.976451
0.317601,0.95581,-0.953597
0.738827,0.591547,-2.074908
0.169863,0.646418,0.412035
0.301335,0.686702,1.470284
