x,y,predicted values
0.327657,0.632685,0.981146
0.10486,0.368505,-0.616963
0.887755,0.90721,-0.11276
0.695155,0.342397,-1.024621
0.923369,0.781369,1.65199
0.851408,0.413855,-0.101778
0.448631,0.351537,0.357166
0.36733,0.372381,-0.96019
0.844404,0.63888,-0.33235
0.845441,0.995453,0.195138
0.373175,0.933745,1.13684
0.856153,0.347112,0.796573
0.782544,0.563867,0.74651
0.478645,0.947112,1.278081
0.762844,0.604318,-1.313616
0.309438,0.269703,0.264391
0.523613,0.993332,0.090278
0.753765,0.469184,0.369495
0.060731,0.540566,0.080489
0.367803,0.339498,0.759876
0.430747,0.590204,-1.338382
0.070878,0.440345,0.41907
0.15288,0.163851,0.095683
0.398505,0.087785,2.376642
0.132448,0.955154,-2.346459
0.613611,0.950622,-0.26009
0.617243,0.477226,-0.845001
0.410712,0.133867,1.673302
0.143114,0.965652,-1.215119
0.626444,0.031342,0.985477
0.699809,0.586709,-0.536518
0.729168,0.063737,0.518636
0.521492,0.252613,3.001447
0.583688,0.614527,1.140301
0.155596,0.037797,0.609517
0.915663,0.048554,0.160192
0.212741,0.254292,2.090294
0.103166,0.661295,-0.640019
0.027436,0.151202,-0.061047
0.52665,0.916411,-0.067059
0.210224,0.549737,-1.423521
0.639475,0.860594,0.354432
0.927871,0.14551,1.375081
0.984802,0.119829,1.604747
0.235569,0.808621,-0.106658
0.198322,0.445304,-0.191592
0.802106,0.195834,0.828276
0.270497,0.558877,0.162353
0.846342,0.465644,-1.76425
0.208209,0.884245,0.124047
0.340688,0.037873,0.11331
0.594263,0.855329,-1.612156
0.112902,0.747524,0.105324
0.918532,0.142611,0.51958
0.731731,0.949187,0.932575
0.262409,0.454124,-0.750424
0.723629,0.099855,0.012613
0.83267,0.212314,0.245166
0.700298,0.931563,-0.224788
0.738705,0.607858,-2.2292
0.841688,0.2963,0.134605
0.43473,0.795438,-0.811257
0.157168,0.203616,0.749355
0.016846,0.379568,1.367222
0.040742,0.400443,0.85023
0.616205,0.268681,0.22819
0.532113,0.704616,-2.02022
0.141253,0.213138,-1.022895
0.445151,0.246113,0.398947
0.137224,0.089555,0.284192
0.759167,0.309758,0.092984
0.53254,0.119432,-0.701449
0.982269,0.664759,1.190743
0.442527,0.698848,-0.175907
0.663493,0.414252,0.553273
0.201862,0.385245,1.818152
0.488655,0.74342,-1.00486
0.320287,0.637537,1.202239
0.246738,0.08835,2.352567
0.113802,0.228534,-0.506626
0.642679,0.08867,-0.464829
0.895323,0.42855,0.646042
0.034379,0.352392,0.664696
0.145617,0.764324,0.546486
0.066361,0.940703,-0.433524
0.504631,0.54432,-0.233562
0.255573,0.774731,-2.140817
0.638224,0.555337,-0.375821
0.695399,0.929747,-0.044958
0.473594,0.680125,-0.946137
0.149554,0.665126,-0.520365
0.993408,0.202686,-0.748501
0.810422,0.102861,-0.588663
0.718517,0.425849,-0.225405
0.931289,0.540429,2.30764
0.495384,0.637522,0.411672
0.080125,0.753567,-0.191949
0.485222,0.689265,-1.081255
0.139513,0.423728,-2.791055
0.918303,0.19057,3.290897
0.433509,0.581338,-1.651392
0.50277,0.380316,1.417473
0.174624,0.436469,-0.6164
0.930098,0.251865,2.100107
0.801709,0.678569,-0.739798
0.394751,0.091264,2.339673
0.526879,0.693568,-1.483817
0.808103,0.435798,-1.392641
0.280262,0.246204,-0.314514
0.261769,0.801678,-0.72703
0.677409,0.326238,-2.351348
0.56286,0.31986,-0.157862
0.284352,0.048356,0.756337
0.46833,0.349355,1.254317
0.824491,0.627314,0.544967
0.052293,0.9449,0.802408
0.502281,0.698497,-1.71231
0.088594,0.653376,0.359175
0.706676,0.444541,0.749512
0.476631,0.8477,-0.8421
0.825727,0.889586,0.18575
0.715251,0.657511,-1.423974
0.562524,0.889235,0.07297
0.620615,0.244526,-0.244477
0.36788,0.448188,-1.940879
0.498756,0.928161,0.823824
0.344686,0.939712,0.036108
0.176425,0.943206,-0.259612
0.988693,0.134096,2.079767
0.006165,0.462364,0.547434
0.149218,0.255604,-0.56459
0.706615,0.553597,0.124947
0.677226,0.903105,-0.34112
0.11281,0.147356,-0.071514
0.008728,0.105684,2.37242
0.747646,0.528145,-0.908436
0.98146,0.508675,0.956614
0.891279,0.569223,1.526696
0.384894,0.47866,-1.00632
0.777615,0.81323,-0.602784
0.103807,0.218402,-0.114362
0.918593,0.352712,-1.468187
0.327489,0.235264,1.342071
0.145739,0.577432,-0.237669
0.037201,0.510719,1.450512
0.147127,0.467262,-1.58354
0.311131,0.27985,0.586911
0.531472,0.207156,0.60951
0.117388,0.638483,-0.496586
0.874784,0.268833,-1.533592
0.882429,0.514824,2.197983
0.059297,0.586603,2.157574
0.048249,0.303502,0.15608
0.448798,0.894118,1.024813
0.057771,0.763363,-1.152392
0.673365,0.137423,-1.186564
0.82327,0.461357,-1.019475
0.825116,0.244846,0.005381
0.641794,0.656413,-0.583714
0.045411,0.960311,0.99792
0.508675,0.769207,0.847687
0.089799,0.948363,-1.675587
0.006806,0.338613,1.678126
0.638697,0.683589,-0.883482
0.630838,0.738552,-0.887227
0.885695,0.393713,-0.25255
0.036652,0.308766,0.613202
0.120287,0.874739,0.190558
0.792584,0.068772,0.395333
0.003189,0.872847,-0.099972
0.377111,0.582254,0.342533
0.234302,0.272847,0.617343
0.611215,0.951217,-0.482505
0.441611,0.90312,1.30416
0.336599,0.261372,2.288831
0.579294,0.490196,-1.139299
0.47541,0.883757,1.00701
0.369299,0.338277,0.897016
0.2448,0.615625,-3.162316
0.655848,0.10959,-0.25933
0.931243,0.344732,-2.501022
0.889891,0.138231,-0.612176
0.041398,0.002213,0.453417
0.236606,0.594537,-2.221367
0.5888,0.944182,-0.38208
0.372656,0.468223,-0.931482
0.131472,0.82472,-0.722373
0.668528,0.324453,-3.176546
0.575113,0.389593,-0.222969
0.750698,0.369787,-0.888997
0.522438,0.855344,-0.557063
0.595682,0.12636,0.71246
0.696803,0.991775,0.975421
0.475456,0.080247,3.571539
0.165194,0.257496,-1.301816
0.010712,0.015839,-2.839355
0.056153,0.785519,-1.158303
0.778592,0.442176,-1.29931
0.281407,0.015183,1.636138
0.686778,0.555276,0.412716
0.627604,0.989654,-0.656939
0.542138,0.703456,-1.716493
0.743252,0.493111,-0.635421
0.099199,0.004822,0.504263
0.207523,0.607782,-1.934011
0.798657,0.367529,-0.091005
0.732784,0.037461,0.51693
0.675868,0.047333,-0.927213
0.808637,0.378408,-0.464409
0.462852,0.731304,-2.6897
0.95227,0.161425,2.073726
0.020676,0.277424,1.340723
0.696223,0.668544,-0.717588
0.556146,0.711437,-1.432716
0.546578,0.173678,0.054495
0.26334,0.934432,-0.85657
0.992218,0.601572,0.651246
0.216312,0.277363,1.397334
0.805814,0.794675,0.743341
0.554894,0.054566,0.17079
0.317327,0.350118,0.395221
0.814588,0.600351,0.71799
0.900237,0.130617,-0.35244
0.206897,0.130632,0.46595
0.767788,0.897108,-0.309024
0.611353,0.110826,0.832537
0.349798,0.842374,-0.136153
0.333654,0.630579,0.87679
0.228199,0.741329,0.013707
0.696422,0.870161,0.282394
0.8934,0.201526,2.191129
0.892103,0.474891,0.4512
0.268849,0.827192,-0.02634
0.49868,0.735134,-0.286884
0.760494,0.177554,0.444309
0.344854,0.409857,-2.894791
0.663325,0.795361,0.305089
0.788739,0.264317,1.912804
0.764508,0.046281,-0.159948
0.940688,0.154726,2.423643
0.608637,0.78883,0.82721
0.995804,0.48542,1.034298
0.767712,0.757137,-1.041381
0.246891,0.95082,0.164973
0.552255,0.213184,1.617338
0.320195,0.377295,-0.612476
0.202548,0.332158,1.419491
0.895827,0.772595,0.310082
0.576333,0.748104,-0.777543
0.811872,0.181827,0.218434
0.460121,0.269474,-0.691143
0.835645,0.501411,0.247692
0.930419,0.952377,-2.235409
0.57055,0.334432,-1.146419
0.634379,0.581369,0.40663
0.897337,0.853529,2.063561
0.805661,0.422278,-0.96835
0.834607,0.414633,-0.44684
0.090639,0.002808,0.89919
0.773663,0.741863,-2.843252
0.608606,0.259495,-0.132526
0.447807,0.992676,-1.304193
0.865751,0.128801,-1.539952
0.73283,0.750301,-0.287083
0.172854,0.203876,1.140219
0.119783,0.595239,-1.179868
0.786435,0.799466,0.246452
0.685161,0.025818,1.108258
0.326528,0.215732,0.859885
0.614389,0.025452,1.209475
0.816556,0.349386,1.373445
0.229633,0.85214,0.656378
0.349737,0.573617,-0.655278
0.056107,0.172427,0.491534
0.084749,0.026551,0.723988
0.213718,0.983429,-1.557819
0.679469,0.465278,0.521496
0.320897,0.519249,-1.511076
0.112261,0.853849,0.541548
0.268391,0.457252,-1.132497
0.370489,0.997116,-0.470089
0.041489,0.988586,0.686423
0.968093,0.637293,0.373003
0.287572,0.960739,-0.685715
0.983688,0.741192,-0.818396
0.094636,0.827543,-0.294856
0.253758,0.156603,1.520392
0.787625,0.173159,1.597024
0.648463,0.997147,-0.348832
0.232502,0.350469,1.762982
0.337789,0.357168,-1.261825
0.771771,0.002533,-0.832806
0.79263,0.569436,0.414009
0.910689,0.23212,1.357802
0.492393,0.261585,1.695463
0.368551,0.301228,1.997242
0.056168,0.354147,0.735056
0.76965,0.884428,-0.590475
0.542275,0.135134,-1.379769
0.804761,0.463722,-0.487039
0.412787,0.053346,2.073814
0.191821,0.685389,-0.262339
0.885298,0.766125,-0.341627
0.391867,0.74728,0.84231
0.566506,0.582116,-0.212079
0.06688,0.425879,0.325021
0.684474,0.197482,1.11684
0.317494,0.303349,0.937429
0.179278,0.948562,-0.310645
0.641749,0.501228,-0.805155
0.253559,0.244327,1.587401
0.445792,0.098497,4.709731
0.043183,0.091691,0.786551
0.638865,0.926665,1.650341
0.89369,0.857115,2.214051
0.671153,0.241749,0.995013
0.246784,0.738735,0.42426
0.191241,0.863508,1.394048
0.816281,0.429541,-1.076818
0.891112,0.495323,1.094809
0.267872,0.9673,-0.101124
0.960754,0.448356,-0.047577
0.009155,0.797589,-1.536198
0.140566,0.659876,-0.740444
0.213397,0.997726,-1.26819
0.240497,0.851728,0.760336
0.211658,0.172335,2.722013
0.651637,0.276783,0.532531
0.492271,0.739437,-0.753435
0.051225,0.96257,-0.164263
0.265904,0.786145,-2.251159
0.107271,0.954849,-2.039184
0.251621,0.399374,0.814664
0.147692,0.805341,1.90996
0.235126,0.393881,1.790673
0.442771,0.15613,2.108202
0.049226,0.45272,1.183645
0.550454,0.448798,0.521295
0.47776,0.024384,-0.195905
0.787655,0.258579,2.18235
0.164141,0.46128,-2.20338
0.509285,0.769451,0.877085
0.486183,0.009842,-0.559536
0.057572,0.245304,-1.063934
