x,y,predicted values
0.147448,0.148394,-1.204637
0.187716,0.35523,0.320898
0.210788,0.729107,-0.793235
0.455314,0.567468,-1.609273
0.506126,0.749371,-0.880754
0.271611,0.364218,1.203806
0.422354,0.53547,-1.782459
0.534524,0.21915,1.844569
0.035767,0.855436,-0.418754
0.468544,0.230869,1.561273
0.833875,0.465644,-0.271612
0.356863,0.476539,-1.897103
0.957717,0.978729,-2.083946
0.507195,0.415808,1.319474
0.938521,0.069139,0.629579
0.221729,0.849363,0.073202
0.789288,0.147646,0.835414
0.305623,0.240574,1.137003
0.453559,0.193408,1.99708
0.361776,0.076158,2.750298
0.830228,0.799756,-2.240961
0.927581,0.7991,-0.536746
0.599619,0.330526,1.687266
0.415427,0.462531,-1.151531
0.817838,0.464805,0.063387
0.495811,0.294499,0.979062
0.756359,0.087373,0.07902
0.57319,0.946227,0.800652
0.956252,0.645563,-0.248908
0.875822,0.789288,-2.611311
0.606592,0.55256,-1.496892
0.92166,0.296132,0.809052
0.284291,0.666316,-2.20524
0.816861,0.038773,-0.614433
0.983688,0.666163,0.278009
0.621317,0.3337,0.810972
0.882338,0.081376,0.105355
0.771801,0.356741,0.637741
0.020645,0.511757,1.57672
0.546365,0.72314,-1.280933
0.181399,0.2206,0.541949
0.704341,0.654505,-0.626355
0.802701,0.649729,-1.15796
0.873213,0.673167,-1.721561
0.489754,0.287144,0.842297
0.461738,0.199451,1.850325
0.096223,0.536309,0.712617
0.504448,0.266697,1.649494
0.526207,0.864103,0.376962
0.581903,0.520562,-1.342892
0.192355,0.476677,-0.244103
0.911559,0.526314,-0.156387
0.388418,0.831281,-0.263832
0.669505,0.29546,0.272235
0.651591,0.809094,0.346819
0.374792,0.260685,0.934186
0.641657,0.417823,-0.712254
0.423575,0.369436,0.421616
0.279774,0.157153,0.768738
0.601877,0.169528,1.019437
0.996841,0.879652,-0.613626
0.264851,0.779294,-0.201203
0.255482,0.534524,-1.017226
0.041108,0.057435,-1.01665
0.8309,0.605188,-0.033466
0.156176,0.241733,0.3442
0.228244,0.264652,1.205994
0.812757,0.984482,-0.072101
0.309636,0.84947,-0.132337
0.003464,0.223545,0.42494
0.674144,0.592111,-0.164583
0.228702,0.629725,-1.796586
0.554528,0.978759,0.398211
0.440574,0.699184,0.144013
0.734203,0.327733,-0.498247
0.775601,0.84918,-1.180364
0.055787,0.779171,-0.568479
0.300816,0.997574,-1.145469
0.791348,0.103441,0.495633
0.094453,0.571801,0.194813
0.91162,0.376349,0.492227
0.423713,0.168368,2.520031
0.981445,0.094408,0.440708
0.298711,0.341451,0.969277
0.058762,0.735515,-0.684825
0.40383,0.4103,-0.859938
0.46952,0.282872,0.191673
0.619501,0.647562,-0.753658
0.084199,0.296147,1.26795
0.972564,0.810697,0.461651
0.077684,0.445838,2.210855
0.531273,0.115846,1.837147
0.137804,0.837736,-0.188153
0.972793,0.284764,0.862186
0.055329,0.984573,1.384387
