x,y,predicted values
0.472679,0.23035,5.351373
0.63151,0.832242,2.502956
0.911864,0.725597,-2.490928
0.665278,0.758816,-1.278761
0.629511,0.39762,0.915939
0.6654,0.909331,2.645085
0.861158,0.340108,4.965221
0.952682,0.333425,0.335248
0.181109,0.825788,0.594128
0.485603,0.507897,2.62986
0.909422,0.54464,1.490641
0.953811,0.397223,1.420884
0.601846,0.872816,1.229241
0.708827,0.912337,0.909838
0.853407,0.888457,0.235861
0.678218,0.893278,2.113648
0.995178,0.895827,-0.369903
0.130739,0.167437,-0.080804
0.138354,0.636759,0.173471
0.750439,0.008652,-0.021472
0.704189,0.319875,1.106039
0.435142,0.170626,11.16462
0.821164,0.032486,0.482123
0.05716,0.911452,1.221315
0.908598,0.906447,0.290439
0.059236,0.901656,0.484151
0.951385,0.971786,-2.613582
0.36965,0.408194,-0.674358
0.625635,0.335256,2.252771
0.035706,0.839597,0.206719
0.490333,0.741726,-0.919554
0.878523,0.250141,2.450285
0.564706,0.032441,1.768041
0.470359,0.802167,-0.454209
0.577234,0.603128,-0.697874
0.58912,0.914504,2.40741
0.025803,0.042695,-1.284752
0.135332,0.850202,0.449952
0.907179,0.637552,-0.363505
0.396292,0.894194,-0.891295
0.374411,0.390112,0.422044
0.281239,0.617731,-2.601087
0.505455,0.358602,4.321465
0.44065,0.48983,0.222334
0.161501,0.458473,1.08813
0.466789,0.791211,-1.005424
0.389166,0.194827,2.958201
0.776333,0.779828,-1.965839
0.09984,0.660639,0.960543
0.247868,0.209506,5.486682
0.674418,0.262577,4.526425
0.488548,0.325505,4.233882
0.29926,0.897368,-0.188809
0.070329,0.326864,2.181658
0.79968,0.087129,2.308279
0.402533,0.558846,-3.324654
0.088594,0.363363,3.229666
0.021897,0.98233,5.480084
0.838499,0.236286,3.013874
0.028885,0.563195,2.458629
0.130861,0.264851,2.446521
0.900771,0.372442,1.961864
0.262272,0.025116,0.920996
0.387228,0.299596,4.32772
0.617807,0.366293,2.077337
0.062547,0.152575,-0.200017
0.867216,0.330663,5.077958
0.353506,0.48777,-1.51263
0.381277,0.351812,2.742219
0.48632,0.498482,2.415607
0.598688,0.371695,2.379444
0.188357,0.892729,0.484741
0.605783,0.356573,3.279483
0.780407,0.735409,-5.285689
0.926619,0.220676,4.742355
0.854322,0.044358,1.297083
0.993332,0.106371,1.78976
0.856306,0.832624,-1.868755
0.237293,0.539696,0.143965
0.47924,0.26511,3.163921
0.820127,0.16434,2.214094
0.74667,0.24712,3.85979
0.785855,0.03154,-0.295866
0.307683,0.933639,-1.359495
0.390738,0.749096,1.896667
0.521569,0.333669,3.230834
0.363149,0.412131,-0.931529
0.640314,0.14342,3.656706
0.416876,0.083223,20.037888
0.258457,0.097734,3.051426
0.170397,0.913313,-0.463904
0.907698,0.243717,2.210095
0.642817,0.010498,0.927684
0.576135,0.765881,-0.105946
0.13431,0.823438,-0.016062
0.99472,0.764431,-0.848225
0.819501,0.580529,0.605468
0.559319,0.961395,0.566706
0.058701,0.96228,2.057823
0.357137,0.814664,1.399645
0.272114,0.146349,2.488078
0.665553,0.150332,2.555871
0.644175,0.990677,1.09419
0.210422,0.620722,-0.950336
0.114534,0.053651,0.037913
0.067826,0.439231,6.276686
0.105425,0.228901,1.867093
0.294209,0.458335,-0.393084
0.907378,0.201816,3.366147
0.660655,0.853544,3.580007
0.56141,0.449165,1.457416
0.795438,0.350759,4.430946
0.134524,0.75581,-0.732296
0.131807,0.487175,3.508805
0.494591,0.414176,4.173937
0.023239,0.858381,-0.28436
0.157229,0.809613,1.238412
0.744884,0.797436,-0.240358
0.96527,0.753872,0.296669
0.362432,0.732158,1.683696
0.613214,0.673198,-0.86845
0.188754,0.886778,0.714548
0.189654,0.662837,-0.725437
0.543114,0.571466,-0.047835
0.012848,0.437827,7.012535
0.296361,0.243626,3.335355
0.379889,0.27248,4.202388
0.750103,0.182193,3.160112
0.888792,0.383581,2.521298
0.913741,0.027237,0.724755
0.059388,0.481453,4.690013
0.044526,0.202396,2.029639
0.393805,0.338415,3.870332
0.861387,0.22565,2.69355
0.801419,0.718196,-4.046492
0.565682,0.520363,-0.533188
0.402609,0.286458,3.840839
0.379599,0.586328,-1.888739
0.015106,0.096757,1.269639
0.081163,0.26041,3.168299
0.583505,0.112276,1.82991
0.871702,0.065644,1.460526
0.848539,0.205585,1.893997
0.971176,0.882551,0.18896
0.022461,0.359869,3.907468
0.057191,0.093416,-1.000203
0.314565,0.05362,4.011669
0.385245,0.288212,4.015622
0.19675,0.901747,-0.230108
0.798764,0.240879,5.106225
