x,y,predicted values
0.105898,0.06978,-0.44573
0.928725,0.559686,2.52906
0.093462,0.977615,-2.113566
0.183642,0.703319,0.047335
0.986725,0.444175,-1.393704
0.459312,0.094316,4.132747
0.352773,0.284718,1.482686
0.402869,0.452644,-1.267812
0.17023,0.518898,-0.568185
0.188815,0.165316,1.145336
0.388235,0.079255,2.966535
0.609354,0.98175,-1.707364
0.148547,0.080186,0.417509
0.845747,0.550301,0.296952
0.502754,0.840848,-1.387979
0.795651,0.619333,-1.680992
0.686397,0.232853,0.978785
0.537179,0.365393,-0.996928
0.714809,0.016632,1.818434
0.917296,0.399557,-0.529458
0.151797,0.685389,-0.007989
0.110811,0.596536,-0.569431
0.280461,0.835203,0.143942
0.582452,0.497459,-0.749934
0.69366,0.889296,0.086751
0.99176,0.243549,-0.882812
0.6056,0.869429,-1.968972
0.715312,0.38233,-1.931527
0.96054,0.315557,-0.5404
0.847898,0.997543,0.19901
0.487678,0.075273,2.73174
0.51162,0.788769,0.164129
0.172869,0.022873,-0.040449
0.901213,0.855116,1.521928
0.680476,0.498817,1.499152
0.779461,0.027787,-0.587841
0.391547,0.483711,-0.921772
0.758572,0.36553,-0.714614
0.542824,0.253468,2.990718
0.410239,0.548867,-1.997242
0.731502,0.336385,-1.933188
0.303182,0.281315,-0.028507
0.025406,0.548455,1.150177
0.954589,0.145312,1.563455
0.888197,0.541222,1.132968
0.539178,0.360479,-1.285298
0.260334,0.271199,-0.259534
0.995865,0.750683,-1.152093
0.015625,0.060578,1.017382
0.725216,0.065492,0.630038
0.855222,0.29482,-0.229067
0.914443,0.821622,1.03859
0.204379,0.329534,1.598275
0.979843,0.798413,0.011135
0.524178,0.320211,-0.596441
0.007218,0.396536,1.024624
0.979522,0.060578,0.660665
0.625711,0.070863,-0.228504
0.563775,0.62771,0.913572
0.410163,0.739757,-0.184738
0.622583,0.047257,-0.021235
0.501244,0.082734,1.778817
0.123369,0.229862,-0.900517
0.048569,0.452705,1.189785
0.284749,0.410117,-1.822052
0.540719,0.514366,-1.948395
0.450736,0.256779,-0.234961
0.596719,0.13077,1.051423
0.319661,0.322713,0.998754
0.717739,0.329747,-1.532537
0.262333,0.761135,-1.417562
0.657832,0.391638,0.147879
0.610666,0.423331,-1.223091
0.309545,0.287831,0.543834
0.360143,0.718456,1.180823
0.395148,0.46923,-1.170229
0.690242,0.304128,-1.628087
0.440421,0.66833,1.354587
0.246113,0.083833,1.727043
0.703273,0.713832,-0.744255
0.402716,0.860517,-1.847949
0.957748,0.360418,-2.226346
0.703731,0.54226,0.740421
0.83827,0.122469,-1.555144
0.687831,0.432288,-0.237711
0.206317,0.294316,1.073086
0.19234,0.99939,-2.168033
0.496513,0.530373,0.212873
0.45713,0.488701,0.332593
0.777386,0.436286,-1.499129
0.435645,0.268498,0.336709
0.823316,0.107881,-1.542881
0.159503,0.66537,-0.005562
0.184146,0.364279,0.457168
0.146502,0.409689,-2.211682
0.483558,0.592782,-0.979762
0.632181,0.092195,0.282815
0.472709,0.445533,0.856883
0.272724,0.852338,-0.056823
0.593469,0.197864,0.814861
0.790845,0.397436,-0.769159
0.517784,0.371847,0.087018
0.031174,0.048844,0.394345
0.404837,0.776654,-0.533815
0.749569,0.272129,0.254408
0.921798,0.847578,0.006178
0.653376,0.549462,0.358146
0.439216,0.630503,0.697634
0.408789,0.520546,-1.360255
0.529213,0.722606,-2.193984
0.134585,0.206332,-0.685693
0.569848,0.213474,0.934394
0.551156,0.073533,-0.177902
0.374685,0.303319,2.061248
0.790646,0.294133,0.873382
0.063203,0.413703,0.42496
0.992889,0.896162,-0.080744
0.809537,0.827146,0.089779
0.604669,0.888258,-0.78202
0.045838,0.163653,-0.528272
0.005432,0.478462,-0.068576
0.691554,0.99588,1.016787
0.211719,0.387289,2.224355
0.622354,0.666133,-0.795118
0.947601,0.28574,1.613705
0.025132,0.007202,-1.653445
0.623209,0.26128,0.35418
0.217411,0.661738,-1.432004
0.902266,0.446586,1.400503
0.216892,0.101472,2.260684
0.021714,0.977768,1.743111
0.532586,0.650523,-0.162903
0.507317,0.181628,-0.519532
0.383902,0.262364,1.907697
0.89955,0.429465,0.755606
0.00824,0.505745,0.32074
0.891768,0.934768,-0.233282
0.624857,0.024262,1.190978
0.671794,0.994781,0.42885
0.31783,0.530114,-2.339221
0.998108,0.676265,0.942058
0.849424,0.201663,-0.260897
0.151705,0.074739,0.505524
0.776486,0.831235,-1.020967
0.952407,0.208133,3.545307
0.78854,0.811475,-0.030444
0.88452,0.276646,-1.28529
0.882856,0.183185,0.933569
0.615351,0.824872,1.778116
0.944701,0.168627,2.948465
0.594537,0.483268,-0.599771
0.640726,0.231662,1.980238
0.7234,0.132525,1.286562
0.059205,0.760769,-0.991057
0.552605,0.949569,-1.780025
0.011872,0.335119,1.84336
0.948608,0.717418,0.333131
0.596826,0.226886,0.753673
0.280293,0.096635,1.727641
0.986877,0.138857,2.011862
0.343374,0.298512,0.99673
0.422705,0.719158,-0.556528
0.947311,0.864225,-1.040302
0.663188,0.125719,0.027544
0.161318,0.783337,1.333179
0.909529,0.280491,-0.156701
0.377127,0.715419,1.022614
0.069688,0.790585,-0.817179
0.222232,0.6056,-2.528388
0.198627,0.401724,0.523919
0.287739,0.349416,0.05811
0.726802,0.296178,-1.392779
0.308461,0.9393,-1.705396
0.304707,0.859129,0.166101
0.77116,0.128664,0.662164
0.621668,0.94815,0.329793
0.112734,0.854398,0.376816
0.379629,0.704524,1.257503
0.530877,0.131212,-1.052858
0.224125,0.565835,-1.596395
0.698299,0.668696,-0.721346
0.051148,0.137621,-0.347733
0.21738,0.868376,0.10334
0.640757,0.928496,1.214572
0.755169,0.879255,-1.372114
0.263828,0.581445,-0.834163
0.109346,0.525292,0.839101
0.035111,0.214786,-0.488353
0.232578,0.983444,-1.872307
0.937621,0.301244,0.738519
0.383276,0.302312,2.110901
0.356649,0.831373,-0.021585
0.679423,0.816526,1.226561
0.889189,0.964569,-0.524241
0.812741,0.540795,-0.460791
0.068544,0.703349,-1.062969
0.762676,0.359487,-0.567062
0.712749,0.496452,0.738246
0.882261,0.981704,-0.611308
0.675425,0.628107,-1.172033
0.668269,0.721813,-1.465619
0.363394,0.262623,1.851139
0.258717,0.337255,0.223489
0.071885,0.64332,0.918903
0.391272,0.826551,-2.546675
0.898741,0.13846,-0.199804
0.888594,0.293202,-0.131613
0.867521,0.185809,-0.056482
0.653437,0.639231,-0.6974
0.137881,0.723598,-0.268256
0.315587,0.829206,-0.519962
0.33019,0.681285,1.820743
0.629129,0.841855,1.511516
0.788861,0.243885,2.231416
0.182757,0.582132,-0.12545
0.894804,0.713893,-1.533489
0.417166,0.998352,-0.269651
0.85275,0.65655,-1.11171
0.442435,0.787304,-1.481042
0.662547,0.476661,-0.005114
0.234668,0.166445,1.533253
0.379431,0.883726,-0.670424
0.883452,0.762341,-1.268775
0.476783,0.293385,0.074273
0.286183,0.938201,-1.411288
0.690654,0.547799,0.956528
0.291493,0.608148,-0.773298
0.919692,0.971588,-2.335435
0.353353,0.246281,2.153506
0.356359,0.515892,-1.108389
0.562554,0.704601,-1.128118
0.883665,0.573297,1.646146
0.39852,0.54432,-2.371474
0.690639,0.716304,-1.28336
0.961486,0.214145,2.86041
0.534646,0.223316,1.520889
0.95256,0.895628,-0.753341
0.075471,0.335668,-0.237059
0.051652,0.071641,-0.312311
0.393225,0.086534,2.852284
0.398428,0.27744,1.848862
0.838193,0.981613,0.40787
0.584451,0.315251,0.384127
0.667872,0.876326,0.76792
0.896193,0.095415,0.804465
0.358785,0.955886,0.37414
0.507897,0.726543,-0.983172
0.746517,0.820768,-0.698716
0.401617,0.204379,0.531901
0.02153,0.50428,1.121756
0.888151,0.090684,0.710795
0.378698,0.2177,0.232268
0.386816,0.393896,-1.178516
0.197742,0.318761,1.267187
0.380224,0.967529,0.316532
0.538689,0.629587,1.27014
0.594354,0.788205,0.677479
0.81828,0.004273,0.395105
0.477867,0.24065,-0.431403
0.569375,0.883314,-0.215976
0.416114,0.753765,-0.320719
0.273152,0.589227,-0.74908
0.464591,0.951751,1.136693
0.531777,0.187289,-0.392305
0.602228,0.275212,0.571211
0.768688,0.774548,-0.139266
0.692164,0.289616,-0.535216
0.896468,0.231235,0.706317
0.47335,0.558251,-1.976016
0.140475,0.93875,-1.842298
0.855772,0.91133,0.586917
0.347524,0.2168,0.799125
0.066316,0.935393,0.538562
0.93666,0.17145,3.04619
0.16347,0.092561,-0.232576
0.779797,0.566583,0.451624
0.089509,0.202335,0.163504
0.799329,0.107561,0.241095
0.2869,0.182528,1.289647
0.988342,0.452888,-0.739511
0.15874,0.792264,1.976691
0.577478,0.784894,-0.193697
0.474861,0.300298,-0.157605
0.285344,0.853315,0.023201
0.948302,0.927871,-0.623654
0.725109,0.556512,-0.905168
0.835416,0.44239,-1.395447
0.981262,0.718242,0.342154
0.533516,0.914534,0.074311
0.509758,0.086854,1.169707
0.562219,0.65272,-0.514463
0.454871,0.629465,-0.003101
0.158145,0.815671,1.477841
0.191562,0.616144,-1.748202
0.498833,0.850874,-1.218262
0.813794,0.665492,-0.702694
0.251774,0.185153,2.555247
0.706355,0.968643,0.883471
0.264439,0.39765,0.093211
0.952239,0.73579,0.187666
0.043687,0.107454,1.078644
0.367239,0.300679,1.860826
0.817136,0.499779,-0.955959
0.686595,0.113146,0.384441
0.508248,0.310277,0.628808
0.9906,0.53283,1.034504
0.543145,0.991318,-1.129418
0.560678,0.22034,1.322281
0.763485,0.970764,0.728055
0.156725,0.773663,0.810819
0.376333,0.638285,1.168413
0.492775,0.688273,-0.871537
0.4448,0.24416,0.556482
0.102358,0.848859,0.294729
0.750866,0.085863,-0.090127
0.090883,0.605386,1.280029
0.586252,0.425132,-1.388362
0.229145,0.365774,2.197585
0.585245,0.315114,0.393827
0.753292,0.097566,0.010527
0.331792,0.819593,0.221464
0.974456,0.901656,0.480883
0.604562,0.524315,-0.891881
0.411749,0.191211,0.699271
0.207126,0.50161,-1.607915
0.844617,0.38436,0.039132
0.286213,0.364324,0.159056
0.656382,0.733639,-1.398606
0.513634,0.410575,0.124627
0.413199,0.426703,-0.769065
0.01529,0.242542,-0.411231
0.947173,0.611536,-0.000721
0.285634,0.029603,1.506198
0.873411,0.98967,-0.660344
0.80441,0.771221,-0.021044
0.837751,0.332433,2.262603
0.852613,0.539696,0.182548
0.873854,0.697108,-2.83607
0.257481,0.181399,2.456555
0.200137,0.275563,1.254927
0.970138,0.479622,-0.020473
0.377691,0.194263,-1.995477
0.568338,0.496101,-1.134598
0.956497,0.600427,0.223561
0.070863,0.793469,-0.762621
0.204364,0.410468,0.185246
0.834455,0.207691,-0.14812
0.10013,0.434668,-0.777048
0.158434,0.005249,0.008488
0.273426,0.512139,-1.342377
0.214466,0.477607,-1.924288
0.263355,0.101213,3.046769
0.144579,0.150851,-0.522741
0.547845,0.596735,1.991561
0.902586,0.742382,-0.625002
0.403754,0.095781,2.812194
0.388846,0.397803,-1.258247
0.622141,0.830671,2.034593
0.324514,0.838849,-0.204537
0.930297,0.340505,-2.425118
0.075441,0.225788,-0.295482
0.565835,0.309743,0.655911
0.628214,0.213123,2.354087
0.298436,0.364446,0.472708
0.943145,0.179355,3.473048
0.399298,0.483482,-1.048336
0.985458,0.367483,-2.177136
0.247486,0.456352,-0.946063
0.599649,0.969802,-1.390833
0.827665,0.67779,-0.577133
0.70544,0.658228,-1.366447
0.592691,0.475731,-0.807098
0.983658,0.587289,0.818535
0.287526,0.161669,0.085571
0.578119,0.090654,-0.676778
0.827497,0.378256,0.309866
0.26685,0.749371,-0.309917
0.769635,0.270298,0.939585
0.100572,0.059495,-0.764555
0.352621,0.690455,-0.040048
0.772412,0.57174,-0.03522
0.962646,0.095338,-1.214491
0.665263,0.242786,1.648407
0.946181,0.243259,2.830117
