x,y,predicted values
0.578759,0.527199,0.143433
0.532692,0.501411,0.918781
0.033295,0.612207,1.487327
0.045624,0.922515,-0.12146
0.295277,0.465187,-0.059179
0.526741,0.7505,-0.096839
0.64625,0.299275,1.829467
0.047776,0.035492,-1.373088
0.985534,0.442359,-0.020418
0.923278,0.371847,0.889072
0.112261,0.417365,0.673582
0.444617,0.220554,2.64131
0.538277,0.876295,-0.488011
0.155337,0.483589,0.836189
0.9205,0.905257,-1.443272
0.374319,0.774166,-0.197702
0.127703,0.473503,0.668339
0.665415,0.397559,1.232148
0.410895,0.092302,3.04893
0.892561,0.31487,2.052216
0.669108,0.519692,1.105613
0.95845,0.026749,1.054302
0.849699,0.123659,0.964999
0.476326,0.298314,2.343994
0.62063,0.744228,-1.358868
0.672358,0.17615,2.543893
0.457481,0.192615,2.724272
0.217716,0.940566,-1.060926
0.374624,0.89543,-1.219403
0.646555,0.845304,-0.651762
0.757885,0.195178,2.234924
0.772824,0.484413,0.468061
0.182559,0.846143,-0.585424
0.176806,0.973404,-1.652835
0.116487,0.447547,0.429211
0.324651,0.843122,-0.996486
0.158389,0.747295,-0.415682
0.77026,0.207797,2.500161
0.747494,0.714656,-1.987817
0.187289,0.257832,0.958539
0.078233,0.817334,-0.850272
0.800443,0.394339,1.068612
0.700862,0.68864,-1.501017
0.121599,0.69221,-0.288778
0.806195,0.431724,0.281431
0.620447,0.707897,-1.20747
0.433722,0.414176,1.313719
0.848768,0.399664,1.214577
0.481239,0.370596,2.413532
0.906722,0.91014,-1.538446
0.624765,0.508873,0.542545
0.114321,0.091859,-0.596761
0.756359,0.074556,1.608764
0.696117,0.842802,-1.354791
0.987549,0.559625,0.695894
0.721309,0.991165,-0.902696
0.399756,0.26836,2.704834
0.988647,0.808362,-0.916488
0.299702,0.030365,0.951014
0.452583,0.974472,-1.107519
0.888197,0.670497,-1.509111
0.545602,0.743236,-1.001726
0.292622,0.445182,0.039564
0.105867,0.587808,1.093784
0.131548,0.073823,-0.457449
0.224216,0.48426,0.252626
0.384817,0.360662,2.111677
0.773236,0.724819,-2.973362
0.845243,0.244617,1.943894
0.756878,0.639704,-1.928667
0.27628,0.999634,-1.530198
0.784848,0.5514,0.0426
0.765835,0.035477,1.780042
0.121736,0.662379,0.053743
0.917342,0.137148,1.115052
0.373434,0.705333,0.296293
0.00557,0.344793,1.06528
0.586236,0.439765,0.610577
0.667643,0.848295,-0.841351
0.953811,0.21445,2.95569
0.732601,0.367163,0.643242
0.019272,0.899199,-0.775683
0.991363,0.938888,-1.497128
0.113848,0.733242,-0.463606
0.236362,0.718486,-0.647382
0.970657,0.517174,0.832873
0.862333,0.472374,0.122665
0.463706,0.538506,0.047022
0.605661,0.711223,-0.977454
0.642359,0.934585,-0.802708
0.954192,0.021302,0.829606
0.012345,0.889387,-1.079592
0.459129,0.871412,-1.426018
0.59733,0.266239,2.955159
0.215656,0.025238,-0.177963
0.34345,0.28835,2.080775
0.586252,0.314153,2.636911
0.399252,0.259281,2.63816
0.037583,0.263676,-0.25675
0.223667,0.324514,1.93072
0.328145,0.197757,1.173035
0.284565,0.679393,-0.928238
0.611627,0.290578,2.828143
0.144427,0.490242,1.074626
0.150683,0.370657,0.623572
0.311498,0.245258,1.650729
0.063783,0.225132,-0.48719
0.530632,0.193423,2.488728
0.69012,0.636439,-0.52739
0.032181,0.620386,1.336083
0.434104,0.108431,3.936977
0.439872,0.254292,2.491312
0.952148,0.88246,-1.417809
0.38468,0.057649,2.210965
0.290227,0.596277,-0.807278
0.14934,0.656321,0.012329
0.759152,0.01033,1.657134
0.557305,0.774594,-0.908478
0.894896,0.751247,-1.775009
0.051499,0.068177,-1.516882
0.370123,0.048295,1.534788
0.617563,0.125109,2.3775
0.439597,0.533791,0.261943
0.21326,0.502892,0.016996
0.893767,0.421653,1.055045
0.309346,0.613764,-1.038777
0.023102,0.659251,1.091357
0.269474,0.15375,1.099133
0.311315,0.677684,-0.238771
0.651667,0.359747,1.017186
0.359655,0.122377,1.525524
0.966781,0.316548,1.037468
0.869383,0.52874,0.560343
0.91986,0.317327,1.446028
0.946853,0.374258,0.936024
0.646174,0.578851,-0.100321
0.769482,0.653681,-2.011432
0.693706,0.801297,-1.382313
0.392828,0.063874,2.409373
0.236194,0.75639,-1.089316
0.523674,0.414588,1.922081
0.997391,0.144152,1.839654
0.14255,0.904433,-0.76845
0.704387,0.304326,1.668273
0.116854,0.927245,-1.361516
0.446769,0.451209,1.291963
0.62945,0.529686,0.179726
0.603769,0.737774,-0.873247
0.852293,0.779797,-2.38544
0.142428,0.219745,-0.326711
0.367803,0.876188,-1.466693
0.419669,0.972473,-0.731675
0.819791,0.600793,-0.347601
0.661265,0.24152,3.29872
0.598474,0.120729,2.195751
0.440375,0.099138,4.007335
0.340597,0.869657,-1.375024
0.433875,0.699428,0.095525
0.186267,0.192721,0.459802
0.665827,0.157107,2.160053
0.142535,0.051743,-0.437302
0.516808,0.882673,-0.631664
0.461357,0.559777,-0.598305
0.008148,0.909224,-0.392664
0.074647,0.238773,-0.236451
0.981796,0.702495,0.028609
0.667155,0.468818,0.754562
0.38938,0.373724,1.859388
0.693172,0.503319,1.520581
0.812543,0.001282,1.60323
0.22858,0.927687,-0.993284
0.939361,0.970459,-2.498596
0.061585,0.506767,1.356282
0.406699,0.208179,2.725879
0.719493,0.252796,2.547214
0.464515,0.078477,3.601335
0.588327,0.45034,0.596074
0.854688,0.950256,-1.299291
0.502434,0.641123,-0.006117
0.187869,0.425666,1.061864
0.184344,0.31931,1.126218
0.06511,0.535622,1.432923
0.720531,0.881193,-2.157229
0.210636,0.587533,-0.377207
0.045487,0.819516,-0.746336
0.124865,0.053361,-0.553552
0.101335,0.883818,-0.801856
0.238193,0.215518,1.919943
0.115572,0.774319,-0.098976
0.198291,0.092363,-0.372713
0.893187,0.305272,2.29964
0.09688,0.093629,-0.995923
0.706126,0.264485,2.2952
0.934661,0.631479,0.24226
0.014481,0.264149,0.161844
0.482414,0.517266,1.367572
0.334813,0.990249,-2.230039
0.585214,0.302281,3.156771
0.499489,0.675547,-0.047943
0.036576,0.53344,1.671131
0.151522,0.531777,0.521872
0.594736,0.245136,3.005377
0.045243,0.510811,1.660393
0.915648,0.602335,0.391761
0.031357,0.415259,1.418704
0.479576,0.841596,-1.394211
0.821775,0.570275,-0.24475
0.479606,0.135729,3.382001
0.284123,0.855161,-0.630797
0.331243,0.708339,0.07928
0.497688,0.197864,2.16707
0.678859,0.343435,0.968742
0.647242,0.974578,-1.368143
0.121736,0.221256,-0.679206
0.461494,0.973159,-1.000535
0.289555,0.553201,-0.651498
0.871489,0.594491,-0.169027
0.534768,0.437217,2.164037
0.300694,0.915602,-1.407323
0.318364,0.206882,1.585667
0.483436,0.847807,-1.42332
0.98436,0.968368,-2.547257
0.463584,0.989731,-1.505786
0.657725,0.974533,-1.287796
0.062699,0.421607,1.529877
0.256657,0.865522,-0.742784
0.1411,0.520439,0.867467
0.449561,0.608118,-0.7466
0.653864,0.832609,-0.249596
0.886458,0.756832,-2.004707
0.516396,0.953658,-1.315647
0.557382,0.472724,1.412781
0.238605,0.388785,2.31793
0.512825,0.47538,1.77938
0.576104,0.055451,2.096979
0.108583,0.665888,0.027159
0.873106,0.845701,-1.527507
0.644312,0.846784,-0.694936
0.051789,0.119738,-1.094342
0.246174,0.068589,-0.284998
0.104311,0.543328,1.546836
0.893599,0.761852,-1.819426
0.011261,0.000885,-2.539997
0.788785,0.278248,2.693549
0.686641,0.546685,0.588937
0.382101,0.7364,0.084282
0.826261,0.592569,-0.315803
0.279515,0.683574,-1.100124
0.846113,0.65536,-1.359085
0.377432,0.054292,1.882908
0.999176,0.734585,-0.750995
0.328557,0.527443,-0.692989
0.147753,0.125551,-0.873493
0.462623,0.734447,-1.101335
0.012375,0.501274,1.623832
0.725139,0.334493,0.885954
0.781613,0.082536,2.012481
0.897444,0.567773,0.572619
0.799329,0.531899,-0.220809
0.251133,0.42388,1.44054
0.209293,0.237537,1.606845
0.313222,0.947814,-1.670865
0.98851,0.256672,1.40608
0.86363,0.742397,-2.894475
0.977646,0.839124,-1.679726
0.0533,0.67187,1.00173
