x,y,predicted values
0.398581,0.091798,2.840211
0.803357,0.650401,-0.606112
0.544259,0.41619,0.922937
0.575814,0.83621,0.770639
0.934691,0.944869,-0.812796
0.655329,0.820676,0.201155
0.415167,0.31722,0.426136
0.828687,0.559838,0.131353
0.255894,0.599832,-1.134853
0.060105,0.627558,-0.270413
0.143297,0.524804,1.245978
0.612711,0.840833,0.626705
0.224414,0.5205,-0.386434
0.642847,0.398428,0.016685
0.70753,0.711299,-0.709709
0.055222,0.633509,-0.326471
0.458366,0.333425,0.239417
0.266804,0.806714,-0.131736
0.634607,0.700237,-1.765642
0.009644,0.596735,-0.1565
0.95964,0.824186,-0.221533
0.02385,0.853132,0.278668
0.905898,0.993256,-1.152852
0.745434,0.650507,-0.346505
0.669383,0.270359,1.733874
0.129671,0.342672,0.544899
0.830655,0.945602,-0.727647
0.224903,0.150576,-0.336918
0.963714,0.374716,-0.112586
0.612894,0.002441,-1.712589
0.836728,0.483818,0.180619
0.959335,0.942763,-0.848035
0.586755,0.986343,1.178343
0.422568,0.820706,-0.453486
0.533883,0.818524,0.414873
0.508629,0.951476,0.803319
0.486809,0.207797,1.728694
0.538399,0.956802,1.040543
0.341695,0.993271,-0.93594
0.186847,0.494392,0.032276
0.207736,0.187762,0.125959
0.506432,0.005783,0.473991
0.108309,0.366247,0.882049
0.502174,0.701579,-0.673633
0.893141,0.450462,0.7772
0.335775,0.8439,-0.032714
0.013443,0.248234,0.710879
0.217762,0.582498,-0.282927
0.678325,0.254505,1.971264
0.807889,0.821134,-1.73531
0.83679,0.734188,-2.448315
0.855482,0.216403,0.194484
0.439765,0.504204,-1.142948
0.090196,0.246387,1.506161
0.789807,0.973785,0.244561
0.463371,0.127123,3.431855
0.369482,0.008316,0.267177
0.969772,0.798245,-0.406345
0.929458,0.496345,0.256879
0.970657,0.088289,0.360457
0.473335,0.31989,0.144844
0.683146,0.650797,-0.511941
0.933318,0.0869,0.393384
0.921553,0.79472,-1.822169
0.058488,0.60441,-0.032054
0.287831,0.411276,0.071523
0.909545,0.737835,-2.569504
0.829633,0.772488,-2.634443
0.947326,0.762829,-1.491047
0.268193,0.741161,-0.836093
0.766384,0.825376,-0.55888
0.720653,0.368887,0.027148
0.153384,0.919127,-0.125012
0.930449,0.593286,0.462536
0.263905,0.317723,0.353244
0.882551,0.92723,-0.651328
0.013275,0.705455,0.1433
0.285512,0.205097,0.887029
0.103624,0.624689,-0.229291
0.5355,0.518547,0.118191
0.554635,0.162829,1.183636
0.942153,0.236545,0.415247
0.703212,0.931853,1.357416
0.215686,0.99617,-1.864231
0.269535,0.441566,-0.41377
0.51632,0.911666,0.398563
0.815686,0.456321,0.825019
0.590768,0.97142,1.403898
0.889876,0.71989,-2.551839
0.634333,0.627375,-0.927049
0.498634,0.007492,0.592423
0.707698,0.860151,1.449722
0.275563,0.656275,-2.511493
0.62089,0.456504,-0.773869
0.35288,0.232731,0.737147
0.741741,0.884443,0.82766
0.903471,0.326162,1.254425
0.322118,0.976211,-1.103993
0.901564,0.731304,-2.628914
0.595804,0.438651,-0.15903
0.914199,0.072557,0.290449
0.785458,0.543359,0.098816
0.199878,0.762631,-0.471685
0.360327,0.16788,1.817138
0.248112,0.820813,-0.027185
0.060349,0.930358,0.560614
0.814588,0.540536,-0.009641
0.338613,0.283711,0.658748
0.855207,0.506645,-0.262453
0.94435,0.04033,-0.379454
0.616526,0.608438,-1.291118
0.630716,0.878279,0.918939
0.208438,0.563745,-0.198166
0.324163,0.802472,0.200652
0.359564,0.72488,-0.305817
0.092714,0.059754,-1.310409
0.097597,0.309346,1.336065
0.552346,0.917662,1.135893
0.891875,0.488121,-0.197816
0.782376,0.428473,0.49866
0.416281,0.811475,-0.28782
0.313283,0.618173,-2.125198
0.505638,0.304112,0.817991
0.718547,0.15671,1.381357
0.816541,0.505577,0.130001
0.471763,0.38349,0.284897
0.306218,0.498299,-1.007947
0.704479,0.085664,1.057766
0.530373,0.736248,-1.168891
0.564675,0.973846,1.135771
0.173205,0.511452,0.554563
0.791745,0.867124,-0.966063
0.430671,0.887266,-0.900483
0.854124,0.947707,-0.76776
0.333394,0.165255,1.23308
0.598779,0.359136,1.460527
0.17464,0.7635,-0.838244
0.350347,0.645747,-1.696826
0.729686,0.31519,0.393369
0.954421,0.302281,0.411186
0.550591,0.533425,-0.380039
0.946273,0.881376,-0.651392
0.598627,0.286656,2.385314
0.740169,0.111437,0.780955
0.148425,0.999481,-1.094682
0.736477,0.715465,-0.567347
0.184131,0.920531,-0.574792
0.587869,0.130297,0.44444
0.286748,0.896895,-0.788612
0.996414,0.89276,-0.582132
0.36733,0.60473,-1.86406
0.723873,0.394812,-0.07359
0.321508,0.525109,-1.128188
0.035523,0.103548,-0.379867
0.178668,0.669352,-0.933926
0.410864,0.063508,1.500393
0.953506,0.533562,0.192449
0.340475,0.683345,-1.184318
0.870344,0.439796,0.937134
0.060121,0.750179,-0.482324
0.236622,0.501671,-0.514137
0.835416,0.531563,-0.080367
0.34934,0.575265,-1.744035
0.591318,0.055116,0.108286
0.22182,0.429526,-0.078699
0.817762,0.209857,0.944013
0.23154,0.368719,0.614207
0.277729,0.056825,-0.189938
0.659449,0.586252,-0.770467
0.272267,0.785168,-0.187845
0.285206,0.933227,-1.136046
0.220157,0.572152,-0.305638
0.199466,0.928176,-1.026832
0.641611,0.907134,1.666529
0.082856,0.764675,-0.564393
0.926452,0.144274,-0.330481
0.39089,0.884779,-0.40283
0.627298,0.197711,1.596303
0.975433,0.338598,-0.295072
0.88217,0.290608,0.623062
0.567117,0.230777,1.943994
0.94052,0.649882,-0.514396
0.356497,0.854826,-0.022018
0.14081,0.980407,-1.139255
0.082734,0.853864,0.419697
0.525216,0.052888,0.650153
0.521614,0.867399,0.041664
0.840116,0.397223,1.571829
0.185382,0.878492,0.335101
0.205615,0.0336,-0.835246
0.398352,0.239567,0.894787
0.329305,0.302266,0.463979
0.206516,0.49575,-0.216003
0.912825,0.475242,0.479532
0.732418,0.014206,-0.841143
0.633845,0.724727,-2.015657
0.097612,0.977646,0.026019
0.149813,0.72726,-1.301953
0.47155,0.492256,-0.258582
0.012879,0.337835,1.45777
0.456428,0.46685,-0.324516
0.521462,0.738628,-1.146742
0.605829,0.706859,-1.713038
0.407599,0.975296,-0.113285
0.47985,0.827207,-0.785194
0.64033,0.415778,-0.341804
0.714199,0.875593,1.507624
0.863249,0.334234,1.608686
0.181735,0.645548,-0.767649
0.631495,0.292729,1.74203
0.370291,0.914855,-0.434669
0.097749,0.922347,0.499012
0.586679,0.059556,0.153413
0.027848,0.017639,-2.032617
0.760342,0.160204,1.1968
0.464759,0.832197,-0.921483
0.037766,0.513329,1.924612
0.350668,0.44889,-1.503459
0.301122,0.275532,0.60109
0.876493,0.969406,-0.919665
0.604547,0.441398,-0.297668
0.73315,0.907698,0.891016
0.280797,0.275242,0.761817
0.680674,0.417472,-0.399764
0.650477,0.407462,-0.249169
0.724193,0.091752,0.917789
0.357366,0.46334,-1.656324
0.522606,0.965682,0.993857
0.32668,0.151858,1.509615
0.714824,0.144167,1.258587
0.879454,0.163546,-0.409935
0.309163,0.936553,-1.122386
0.605447,0.911452,1.361564
0.856596,0.913222,-0.898712
0.007462,0.156619,0.854245
0.090547,0.764385,-0.655248
0.681147,0.324437,0.440298
0.658152,0.3093,0.934752
0.67245,0.828489,0.67893
0.43241,0.222553,1.497364
0.36141,0.693629,-0.893189
0.061418,0.755795,-0.455751
0.183597,0.170703,-0.925625
0.164858,0.996292,-1.407568
0.972335,0.747387,-0.737024
0.318349,0.628565,-2.245389
0.636378,0.338552,1.042492
0.526589,0.279576,1.740035
0.132372,0.8392,-0.091692
0.030411,0.226749,0.774596
0.918441,0.225467,0.190535
0.326345,0.144457,1.73988
0.922759,0.068742,0.308359
0.538231,0.298894,1.93801
0.771298,0.018173,-1.012203
0.413748,0.536782,-1.68868
0.750286,0.466835,0.454714
0.994507,0.151537,0.193798
0.947631,0.445212,0.677826
0.27216,0.11783,0.543982
0.88629,0.419577,1.117948
0.233524,0.895598,-0.616651
0.023224,0.116106,0.117389
0.678691,0.32639,0.412832
0.267155,0.239124,1.265566
0.901534,0.856886,-1.465748
0.864118,0.634668,0.119945
0.125338,0.145251,-1.600272
0.830411,0.221683,0.709052
0.486244,0.972244,0.542665
0.137682,0.773449,-1.031404
0.533288,0.658839,-0.572091
0.515526,0.279133,1.418557
0.637201,0.803311,-0.680271
0.962478,0.362783,-0.167066
0.501289,0.017655,0.56012
0.954543,0.423346,0.477476
0.211276,0.999161,-1.858834
0.767834,0.341344,0.840047
0.968688,0.800641,-0.380108
0.524834,0.949569,0.934859
0.058549,0.856153,0.370201
0.81677,0.633143,-0.286559
0.561791,0.022446,-0.893862
0.954269,0.546334,0.319068
0.838239,0.941131,-0.727342
0.21474,0.816678,0.202003
0.725719,0.233677,2.058566
0.768582,0.164614,1.22178
0.985168,0.868879,-0.270415
0.595331,0.094469,0.505835
0.191119,0.81474,0.247611
0.231373,0.76672,-0.282636
0.512703,0.608408,-1.064592
0.953719,0.711528,-0.841231
0.626154,0.176471,1.128864
0.338521,0.892699,-0.626245
0.275547,0.913283,-1.006345
0.186404,0.058183,-0.575901
0.655879,0.856855,1.196554
0.79585,0.398825,0.880933
0.079316,0.11545,-1.449388
0.231113,0.955444,-1.550312
0.059648,0.955138,1.182409
0.169726,0.603326,-0.116026
0.804242,0.929625,-0.475442
0.422309,0.892103,-0.822283
0.931533,0.568353,0.444361
0.030701,0.926238,0.191996
0.14229,0.486717,1.036268
0.647684,0.627573,-0.73717
0.053666,0.201617,0.430299
0.108522,0.834852,-0.024793
0.165652,0.235233,0.254485
0.188464,0.781155,-0.118857
0.812741,0.384726,1.318142
0.021378,0.774197,-0.162122
0.67042,0.128328,1.365299
0.259388,0.745296,-0.64541
0.507454,0.745357,-1.18968
0.656687,0.006424,-1.327527
0.295308,0.753323,-0.497415
0.824247,0.308598,1.702481
0.04918,0.245365,1.159872
0.802197,0.354803,1.414283
0.783474,0.062119,-0.246008
0.863813,0.684245,-1.334088
0.980804,0.927321,-0.857392
0.085801,0.241184,1.461303
0.978759,0.620539,0.2184
0.62974,0.794446,-0.973624
0.847761,0.105867,-0.072614
0.163195,0.117327,-1.395615
0.366247,0.613397,-1.835364
0.228519,0.102342,-0.41712
0.779416,0.612512,-0.040037
0.1626,0.683116,-0.982817
0.136355,0.666804,-0.587654
0.080446,0.87628,0.316424
0.469673,0.210697,1.704834
0.214725,0.627237,-1.007126
0.946304,0.268528,0.441118
0.48072,0.231281,1.455989
0.250706,0.282673,0.726515
0.044388,0.030381,-1.906764
0.443275,0.473899,-0.71095
0.871794,0.448798,0.708972
0.121355,0.120165,-1.572573
0.939818,0.174166,-0.111407
0.007172,0.398489,1.461825
0.034516,0.217288,0.760581
0.829191,0.365682,1.658457
0.276875,0.63827,-2.320924
0.310491,0.712734,-1.392563
0.209781,0.467338,-0.385219
0.911482,0.66511,-0.906505
0.457588,0.905364,-0.701786
0.803723,0.749157,-2.178869
0.769772,0.737285,-1.095819
0.207843,0.091875,-0.679091
0.293767,0.86952,-0.357819
0.471687,0.939391,0.146641
0.392233,0.961379,-0.336315
0.919677,0.979583,-1.275185
0.841169,0.093721,-0.052636
0.186633,0.693812,-1.407147
0.817792,0.542855,-0.008767
0.368688,0.802502,0.371933
0.642451,0.922591,1.942506
0.751522,0.491432,0.460386
0.358358,0.905379,-0.437847
0.86479,0.409552,1.386184
0.591394,0.535256,-1.201861
0.862852,0.096223,-0.14798
0.886168,0.394766,1.247491
0.213184,0.923842,-1.111413
0.701427,0.272358,1.609752
0.612436,0.629831,-1.100684
0.275425,0.44416,-0.508947
0.397208,0.539208,-1.791307
0.337865,0.769589,0.078753
0.531746,0.372335,0.976245
0.262181,0.055894,-0.426673
0.597894,0.149493,0.739559
0.707713,0.717861,-0.747905
0.834821,0.704234,-1.688113
0.063508,0.082658,-1.264127
0.134508,0.664118,-0.555706
0.351843,0.131167,2.762068
0.216373,0.350454,0.575942
0.926894,0.873899,-0.836177
