x,y,predicted values
0.808576,0.816434,-0.961207
0.148836,0.272465,-0.124153
0.287633,0.785718,-0.576021
0.989502,0.422843,0.662895
0.42771,0.403281,0.62586
0.093233,0.867369,-0.164496
0.65832,0.997589,0.523089
0.418784,0.77142,-0.283966
0.006683,0.336706,0.693469
0.307393,0.76463,-0.507277
0.017288,0.752514,0.347062
0.834302,0.780179,-1.232028
0.292256,0.531334,0.171895
0.1608,0.550759,1.029965
0.726497,0.338094,1.655325
0.082399,0.641184,0.88802
0.504372,0.927428,-0.177851
0.36437,0.495567,-0.120819
0.772686,0.564599,0.737968
0.035477,0.588861,1.092346
0.490471,0.565423,-0.05799
0.121752,0.508476,1.519927
0.44213,0.255512,1.382704
0.527184,0.330816,1.624746
0.103578,0.702571,0.264042
0.978225,0.805707,-0.69443
0.444587,0.884657,-0.793949
0.359426,0.709239,-0.474487
0.708568,0.521675,0.928601
0.444388,0.926146,-0.640416
0.412192,0.807324,-0.424707
0.443503,0.857649,-0.824103
0.285496,0.633524,-0.691049
0.700114,0.311696,1.910921
0.498528,0.280369,1.600604
0.134813,0.873716,-0.240264
0.863813,0.695811,-0.686584
0.909316,0.816495,-1.2281
0.83975,0.188388,1.038422
0.482231,0.549493,0.092106
0.02649,0.149218,-0.499175
0.697688,0.627466,0.305785
0.202396,0.580346,0.698161
0.488823,0.341115,1.392724
0.870344,0.04773,-0.25658
0.560769,0.516365,0.521594
0.262608,0.60621,-0.112217
0.011582,0.016419,-1.637939
0.674418,0.695766,-0.229364
0.632822,0.303243,2.111559
0.170672,0.740505,-0.403144
0.711482,0.300175,1.978732
0.477211,0.86511,-0.687148
0.495735,0.532692,0.470379
0.35378,0.669688,-0.600086
0.600107,0.066209,0.715114
0.094118,0.726116,0.134438
0.911101,0.109834,0.258341
0.126787,0.441108,0.940602
0.808469,0.055543,-0.255057
0.687434,0.824323,0.291762
0.701656,0.283787,2.115952
0.019257,0.405814,1.067537
0.894484,0.491722,0.789999
0.454566,0.63772,-0.498294
0.608438,0.789837,-0.325122
0.967742,0.840299,-0.792712
0.811231,0.396841,1.884848
0.761639,0.642618,0.138389
0.097795,0.056184,-1.65976
0.546777,0.754665,-0.396258
0.912169,0.490852,0.850729
0.868833,0.754788,-1.413337
0.690654,0.347417,1.724844
0.133547,0.290867,0.04874
0.620829,0.077302,0.882505
0.475456,0.01677,0.004961
0.655375,0.936538,0.899561
0.723903,0.239673,2.166072
0.079332,0.442802,1.442511
0.310704,0.00383,-1.50805
0.270314,0.801648,-0.558116
0.983383,0.990814,-1.773524
0.848554,0.696132,-0.572792
0.648173,0.106401,1.168674
